tstamp,observations,ConstantTerm,Spun_sigs,Npun_sigs,Mdd_sigs,Aqp_sigs,Apr_sigs
2014-07-03,0.6443077,1.1020088195800781,0.0007842545949660735,0.0005554962324074344,0.0006728189541803164,0.0002511056041179946,0.0012083507774873195
2014-07-04,0.6511136,1.0886024236679077,0.0009899725725485934,0.0012377989588950736,0.001319849523761924,0.00011061447117576344,0.001517422015449883
2014-07-05,0.6176882,1.0508867502212524,0.00059167573583808,0.0010155044158882357,0.0011095882280004502,8.251274717300447e-05,0.001111328170980914
2014-07-06,0.57998914,0.9872094392776489,0.002097212546573065,0.0010116930684029887,0.0011006482546728979,0.0005417407335055827,0.0018175040988758797
2014-07-07,0.7101596,1.0313446521759033,0.0055777096377925125,0.0023082051711324587,0.0021975142129379848,0.00045128885584268865,0.002747982030891373
2014-07-08,0.67829627,1.0731847286224365,0.005548462021654275,0.0039706475048047404,0.0033746680085870524,0.00014196879048935824,0.004305968233921768
2014-07-09,0.7024,1.072931170463562,0.004037432628614529,0.0012875610560885143,0.0013296491099094331,0.0009090129540207944,0.0034492490769095266
2014-07-10,0.64159375,1.0672599077224731,0.004007154191707611,0.0013824155834492348,0.0010305898098464052,0.0011665800310815516,0.002331631008690037
2014-07-11,0.7284648,1.0747156143188477,0.005133010481106763,0.002044578454994724,0.001315809343508126,0.0012409700335132483,0.0029986990924768956
2014-07-12,0.9230638,1.0542865991592407,0.0025040175009713454,0.0011713609391924553,0.0011116512987683468,0.0005745202491516136,0.0019029387310285828
2014-07-13,0.5998022,1.0027709007263184,0.0008283644926348405,0.0006353301678021677,0.0006300961970284552,0.00014668155627575746,0.001112131670827758
2014-07-14,0.75191396,0.9742301106452942,0.0002783831490822014,0.00024156586031830174,0.00021739608216711642,0.00011141013293190876,0.0003239673718419435
2014-07-15,0.76445264,0.9979568719863892,0.0012599399162506707,0.00038127780178152834,0.00025324193675932183,0.00034000113241172534,0.0004993374907581863
2014-07-16,0.77479786,1.000177025794983,0.0010272052032979538,0.00029681507171972545,0.00026613612905867633,0.0001728859330138622,0.00036383477439902044
2014-07-17,0.74406385,1.0586243867874146,0.004588075543705277,0.0009510793598708553,0.00109041886211541,0.0005477300555161271,0.0017562748996093503
2014-07-18,0.8095,1.068214774131775,0.006071011224452323,0.0017201847589782642,0.0018645861677686524,0.0006615534043238173,0.002912385632366707
2014-07-19,0.73982793,1.0910333395004272,0.006295591683563239,0.0030175653993384207,0.0029987593224198718,0.000550886471933363,0.004783460572593884
2014-07-20,0.84596777,1.1332471370697021,0.005727517127712563,0.0033342853099355223,0.003356616139367956,0.0008956878054893057,0.005463949614760058
2014-07-21,0.6781809,1.1602109670639038,0.00735742938761194,0.003004414717800852,0.0020160499466450694,0.0011694479108179875,0.004023048405036953
2014-07-22,0.59728724,0.9946401119232178,0.003610718986534566,0.001099394932922763,0.0009293274196554747,0.0009615353734621676,0.0015097887669048655
2014-07-23,0.6338977,0.9538627862930298,0.0018976179520642001,0.0005615453415529204,0.000842850369967804,0.0006467593417809834,0.0009931069786714463
2014-07-24,0.6312391,0.9964380264282227,0.002829541468489927,0.0011742526585981523,0.0010523380141913164,0.0003868489971306994,0.0019395105287450887
2014-07-25,0.7132317,1.097983956336975,0.002465954059453198,0.001956406558345402,0.0017733812475712184,0.0002431314994849778,0.0020067283128076267
2014-07-26,0.6103182,1.0341384410858154,0.0024613538294556525,0.0005686877863040939,0.0004745062766162446,0.0005557828519711803,0.0011042724379508157
2014-07-27,0.57679784,0.9642562866210938,0.003951751421737179,0.0005211634507708922,0.00045997881995897186,0.0009882993364903085,0.0010427670356119338
2014-07-28,0.5901596,0.973946213722229,0.002274959894939743,0.0012181189179926986,0.00042103835921492136,0.0002852053936670799,0.0012882236841376498
2014-07-29,0.797,0.9953480958938599,0.0016523595360412439,0.0011779209528265805,0.0009282958842715263,0.00012807531213205144,0.0014252957361351828
2014-07-30,0.8907812,1.0138946771621704,0.007097031753135525,0.0021899818724613893,0.0015243514136296858,0.0005432708522674006,0.0017843346208233533
2014-07-31,0.934,0.9267200231552124,0.0015073138226571136,0.0005503565332517259,0.00034831511464656213,0.00014518203988917589,0.00035528503384119666
2014-08-01,0.839625,0.9382120966911316,0.0007387292419134464,0.00018006828702082282,0.00012378424607380293,5.685046965337237e-05,-4.819743612552931e-05
2014-08-02,0.6696452,0.9041512608528137,0.00012769869223954193,0.00017146976447702812,0.00016513162271373296,4.411988155504722e-05,7.288622438831998e-05
2014-08-03,0.7395,0.8845425844192505,8.222718803303998e-05,8.051854740950965e-05,7.886947623105152e-05,4.425977812755628e-05,6.389079250919996e-05
2014-08-04,0.54814816,0.8725476264953613,9.125071610514737e-05,0.00018581085347312544,0.0001859342529566915,4.509915756261069e-05,4.903860002769406e-05
2014-08-05,0.7824255,0.887933611869812,0.00012093681570468908,0.00039074997100089576,0.000416052604859171,4.821185630093744e-05,6.011810963456554e-05
2014-08-06,0.80224466,0.916213870048523,0.000116059648784215,0.00010486314629315899,6.447096149677236e-05,5.346234953791839e-05,0.00011669579806897498
2014-08-07,0.9037766,1.0238447189331055,0.000631970058124268,0.0008991919000046764,0.0006007833998679228,0.000139022218930886,0.0002959641467109216
2014-08-08,0.7410421,1.0975838899612427,0.0009064453195162472,0.0025636880697212875,0.002134332670671148,0.00014894613204324798,0.0009078041707123661
2014-08-09,0.7177872,1.1180540323257446,0.00016831610760248056,0.00060097694998608,0.0014638346711047154,7.619991433853279e-05,0.0003656426490544193
2014-08-10,0.77525,1.151972770690918,0.001980499018943045,0.0011512517385196235,0.001080705237249896,0.00026144046341210203,0.0010736515609749977
2014-08-11,0.80409783,1.1596903800964355,0.0052177531795230755,0.0015941037492719268,0.0009429952634927904,0.0005638094178188882,0.0024049629243996537
2014-08-12,0.7202234,1.198325276374817,0.008611184379250528,0.0022517706613173925,0.0019724675766732516,0.0008427107221872782,0.0033565327273948004
2014-08-13,0.75538707,1.2015597820281982,0.006347240419689521,0.0022315592797468326,0.002149289933738399,0.0006188762061727699,0.003029056321065468
2014-08-14,0.77335787,1.194891095161438,0.00524244672181759,0.0051804386796326235,0.004395973999977923,0.0007125194743960271,0.0036547190533696497
2014-08-15,0.72157305,1.1391299962997437,0.0023844730625736054,0.001264263811406575,0.0016180492110049948,0.0005357951291739473,0.0017601794066776076
2014-08-16,0.7189355,1.097736120223999,0.0030854311852764405,0.0006577180024943297,0.0006571740008570996,0.0004951551748600632,0.0009499879126716728
2014-08-17,0.715871,1.1358774900436401,0.011883578758273342,0.002293869191181248,0.000863824922774754,0.0014110318044695837,0.002276917690994008
2014-08-18,0.80246234,1.1729576587677002,0.01704542145013395,0.003964588177569482,0.0009746290152672067,0.0016333624323296196,0.00292679841086947
2014-08-19,0.84121054,1.2285914421081543,0.011989830224370484,0.0029315801739004735,0.0019209767687578293,0.0020542849884020585,0.0046391068032343285
2014-08-20,0.8123438,1.2672452926635742,0.012585767711744751,0.0032466754082237028,0.00227651263109203,0.0023826222440808406,0.00485130609091177
2014-08-21,0.9019124,1.1313832998275757,0.008673156708448223,0.0028921281292877683,0.0007041948221087456,0.0010493641903905166,0.004006626876917081
2014-08-22,0.6267143,1.151939868927002,0.00858476767388001,0.0030205490815520724,0.0006857131464796709,0.0013773079869591166,0.004387561132431749
2014-08-23,0.73589414,1.1480629444122314,0.005818090886894995,0.002453598370509351,0.0013357523609311276,0.0014561659361753217,0.004249095510387346
2014-08-24,0.7175233,1.130903720855713,0.007099816507749423,0.0021659080529567187,0.0018121497857512775,0.001510244704985858,0.003871237152723877
2014-08-25,0.76395506,1.0762823820114136,0.007507267648301205,0.0013820681683969604,0.0014842934562196912,0.0011417833636043193,0.0026247326871965773
2014-08-26,0.87538826,1.1659305095672607,0.007176112630016398,0.0031498079171777445,0.0031079301505544062,0.0010971126392950177,0.004541406243732149
2014-08-27,0.90529215,1.23058021068573,0.004990541819644334,0.00180348262680597,0.0018024361608857638,0.0012165231074672887,0.005283450906977632
2014-08-28,0.8109149,1.2565876245498657,0.0073669375552991734,0.0018112892473923744,0.0019080825764584749,0.0016969978857496817,0.003824533724126073
2014-08-29,0.92625,1.1886439323425293,0.004388665573811698,0.0014663265366633075,0.0014838636498097127,0.0005383657286938014,0.002773103955790353
2014-08-30,0.91592133,1.1341832876205444,0.0008423190364735472,0.0012874180028316954,0.0012196186689549418,0.00023447539906097922,0.001418127010939122
2014-08-31,0.90254116,1.1875476837158203,0.001832691629021927,0.0016726297691757443,0.0020132991856212073,0.0003243152292191461,0.0017829284960913766
2014-09-01,0.88572603,1.197074294090271,0.0032935800536268937,0.0015426965396250685,0.001595957161532101,0.0006989057891837384,0.002782984492969512
2014-09-02,0.76917976,1.1834208965301514,0.004109036208576316,0.0009969994553097304,0.0008719052832823495,0.0007755516238471438,0.003190258477838533
2014-09-03,0.8942609,1.1726278066635132,0.0031582502106221938,0.000795253490835954,0.000726458794145631,0.0005788832735067402,0.0021990535339607878
2014-09-04,0.90829545,1.2009214162826538,0.002597037536306318,0.0019205104089736241,0.0017708883703933434,0.0005111558453407878,0.0035301389130535186
2014-09-05,0.896125,1.1977014541625977,0.0020078542327746,0.0010152285274643708,0.001078728127763995,0.0005133504728220238,0.001941469059621771
2014-09-06,0.85479546,1.1773072481155396,0.001998299908933545,0.0005339156268073221,0.0005507539337464274,0.00033693215135230766,0.0013845055642227458
2014-09-07,0.8666667,1.1668294668197632,0.003764542061837089,0.0010843028143283663,0.0009123070858203268,0.000287251381040025,0.001265236055706849
2014-09-08,0.9699575,1.1564220190048218,0.002814740728497826,0.0015995704273003642,0.001239905531505926,4.9138671093810015e-05,0.0011546543892849521
2014-09-09,0.86254716,1.1548992395401,0.00584098433919047,0.0028854250623968243,0.002267400735200486,-1.5187521653015659e-05,0.0027507063975595785
2014-09-10,0.8102424,1.0809741020202637,0.0031883747936830398,0.0015525774324353472,0.0012533154914972546,6.579510675817088e-05,0.0013049465247000891
2014-09-11,0.9707283,1.0830241441726685,0.00028555273830914435,0.0012839642884884955,0.001521170846195845,-6.199166869308061e-06,0.0006367485192536066
2014-09-12,0.9750444,1.1370760202407837,-1.8185524605679345e-05,0.0008918961839069112,0.0008689825996944958,9.295252889649365e-05,0.0003198933765247426
2014-09-13,0.82676744,1.171328067779541,0.000721774548076341,0.0009058030040876653,0.0009552017655361793,0.00016527905688368163,0.0007463258108669486
2014-09-14,0.8721828,1.1387156248092651,0.003114001844491962,0.0012710281868361555,0.0007182065110740441,0.0007810862819970339,0.0015138941489348337
2014-09-15,0.89094317,1.0329995155334473,0.0014979672015082554,0.0008318342522225079,0.0005386333929850341,0.0003427028849683067,0.00046031752944582764
2014-09-16,0.91691303,1.0042657852172852,0.0004186055443919827,0.0005632108901858836,0.0005047646478787297,0.00011699725229648965,0.000167918913305276
2014-09-17,0.7586966,1.003024935722351,0.0008900137287557857,0.0008260201591417958,0.0005244497814557443,0.00012442925771103387,0.0001263252415459953
2014-09-18,0.8685714,1.1690020561218262,0.0013549446661999685,0.001472539135245158,0.001394893722944167,0.000350607041315069,0.0015505538294470884
2014-09-19,0.7853846,1.2333356142044067,0.003055521997600095,0.0023498541050463117,0.002367373706161481,0.0006400617933721119,0.0036035838209290973
2014-09-20,0.97508794,1.1636172533035278,0.0020529180242890117,0.0006185520643952623,0.000715971517742156,0.0003845232166127361,0.0016648391279755316
2014-09-21,0.8655393,1.2147163152694702,0.006391811878896503,0.0027286897833721457,0.0019416934377187922,0.0007575574272081651,0.0034162428097633903
2014-09-22,0.79985106,1.215622901916504,0.004204348666217757,0.0031623659495084917,0.0021254786586255912,0.0004187016979838577,0.0044491920816217
2014-09-23,0.8181928,1.1995912790298462,0.0020662725381280387,0.0011514050098662154,0.0012227132751067868,0.0005785859932901584,0.0024651626394874143
2014-09-24,0.93912905,1.2184033393859863,0.004465161706078566,0.002472910560179906,0.003193633548704116,0.0007837705474820516,0.004714987320020653
2014-09-25,0.82180953,1.2118576765060425,0.004090958381662887,0.0025116166842391982,0.0027932258971681617,0.0006774141782320329,0.004181764734158845
2014-09-26,0.9264,1.1681967973709106,0.00157497105146716,0.0009714440127880067,0.0011344310384972065,0.00039791831343047936,0.0024894308457991225
2014-09-27,0.94247824,1.1678296327590942,0.0015814482983867802,0.0007735298319790228,0.0007616169584818708,0.00032855584407332725,0.0013560566477704278
